"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Aug 08 12:07:34 GMT 2022","Mon Aug 08 12:08:17 GMT 2022","42931","","tests.MTSBankTest","","tests.MTSBankTest","incorrectPhoneMassageTest","incorrectPhoneMassageTest",""
"failed","Mon Aug 08 12:08:17 GMT 2022","Mon Aug 08 12:08:54 GMT 2022","36873","","tests.MTSBankTest","","tests.MTSBankTest","productNameTest","productNameTest",""
