"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Aug 08 12:25:51 GMT 2022","Mon Aug 08 12:26:32 GMT 2022","40573","","tests.MTSBankTest","","tests.MTSBankTest","productNameTest","productNameTest",""
"failed","Mon Aug 08 12:25:06 GMT 2022","Mon Aug 08 12:25:51 GMT 2022","45236","","tests.MTSBankTest","","tests.MTSBankTest","incorrectPhoneMassageTest","incorrectPhoneMassageTest",""
